    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    9  -0.564E+00 -0.213E+02 -0.149E+01 -0.188E+02 -0.151E-01  0.179E-04  0.210E-01 -0.580E-02
   10  -0.396E+00 -0.248E+02 -0.173E+01 -0.116E+02 -0.151E-01  0.561E-04  0.204E-01 -0.941E-02
   11  -0.224E+00 -0.275E+02 -0.186E+01 -0.375E+01 -0.126E-01  0.805E-04  0.178E-01 -0.121E-01
   12   0.230E-01 -0.291E+02 -0.187E+01  0.445E+01 -0.126E-01  0.349E-04  0.190E-01 -0.103E-01
   13   0.237E+00 -0.284E+02 -0.178E+01  0.119E+02 -0.126E-01  0.149E-04  0.204E-01 -0.669E-02
   14   0.419E+00 -0.258E+02 -0.159E+01  0.185E+02 -0.126E-01  0.613E-05  0.214E-01 -0.203E-02
   15   0.569E+00 -0.216E+02 -0.132E+01  0.240E+02 -0.126E-01  0.229E-05  0.221E-01  0.281E-02
   16   0.685E+00 -0.160E+02 -0.979E+00  0.283E+02 -0.126E-01  0.666E-06  0.227E-01  0.700E-02
   17   0.766E+00 -0.959E+01 -0.593E+00  0.313E+02 -0.126E-01  0.776E-07  0.232E-01  0.988E-02
   18   0.811E+00 -0.251E+01 -0.176E+00  0.329E+02 -0.126E-01  0.108E-06  0.239E-01  0.110E-01
   19   0.821E+00  0.485E+01  0.253E+00  0.330E+02 -0.126E-01  0.778E-06  0.249E-01  0.103E-01
   20   0.797E+00  0.122E+02  0.676E+00  0.317E+02 -0.126E-01  0.257E-05  0.263E-01  0.791E-02
   21   0.743E+00  0.193E+02  0.108E+01  0.292E+02 -0.763E-02  0.546E-04  0.268E-01  0.423E-02
   22   0.632E+00  0.277E+02  0.141E+01  0.257E+02 -0.763E-02  0.235E-04  0.302E-01  0.151E-02
   23   0.535E+00  0.347E+02  0.169E+01  0.224E+02 -0.763E-02  0.101E-04  0.348E-01 -0.761E-03
   24   0.447E+00  0.405E+02  0.194E+01  0.191E+02 -0.763E-02  0.440E-05  0.399E-01 -0.272E-02
   25   0.362E+00  0.453E+02  0.214E+01  0.156E+02 -0.763E-02  0.194E-05  0.447E-01 -0.440E-02
   26   0.279E+00  0.490E+02  0.230E+01  0.121E+02 -0.763E-02  0.882E-06  0.488E-01 -0.575E-02
   27   0.196E+00  0.518E+02  0.242E+01  0.852E+01 -0.763E-02  0.430E-06  0.519E-01 -0.672E-02
   28   0.112E+00  0.536E+02  0.250E+01  0.484E+01 -0.763E-02  0.242E-06  0.538E-01 -0.724E-02
   29   0.299E-01  0.544E+02  0.254E+01  0.113E+01 -0.763E-02  0.174E-06  0.544E-01 -0.730E-02
   30  -0.513E-01  0.544E+02  0.253E+01 -0.256E+01 -0.763E-02  0.176E-06  0.536E-01 -0.688E-02
   31  -0.130E+00  0.534E+02  0.248E+01 -0.616E+01 -0.763E-02  0.249E-06  0.516E-01 -0.601E-02
   32  -0.204E+00  0.515E+02  0.239E+01 -0.963E+01 -0.763E-02  0.448E-06  0.485E-01 -0.474E-02
   33  -0.273E+00  0.489E+02  0.226E+01 -0.129E+02 -0.763E-02  0.924E-06  0.446E-01 -0.317E-02
   34  -0.333E+00  0.456E+02  0.210E+01 -0.158E+02 -0.763E-02  0.204E-05  0.400E-01 -0.140E-02
   35  -0.384E+00  0.416E+02  0.190E+01 -0.184E+02 -0.763E-02  0.463E-05  0.350E-01  0.425E-03
   36  -0.420E+00  0.373E+02  0.168E+01 -0.206E+02 -0.763E-02  0.107E-04  0.300E-01  0.214E-02
   37  -0.438E+00  0.327E+02  0.144E+01 -0.221E+02 -0.763E-02  0.247E-04  0.250E-01  0.356E-02
   38  -0.431E+00  0.283E+02  0.120E+01 -0.229E+02 -0.763E-02  0.575E-04  0.201E-01  0.452E-02
   39  -0.391E+00  0.243E+02  0.947E+00 -0.228E+02 -0.763E-02  0.134E-03  0.154E-01  0.491E-02
   40  -0.304E+00  0.214E+02  0.715E+00 -0.214E+02 -0.763E-02  0.311E-03  0.112E-01  0.487E-02
   41  -0.151E+00  0.204E+02  0.520E+00 -0.183E+02  0.000E+00  0.471E-04  0.470E-02  0.170E-02
   42  -0.143E+00  0.174E+02  0.419E+00 -0.153E+02  0.000E+00  0.188E-04  0.343E-02  0.134E-02
   43  -0.127E+00  0.144E+02  0.333E+00 -0.125E+02  0.000E+00  0.753E-05  0.235E-02  0.963E-03
   44  -0.108E+00  0.117E+02  0.262E+00 -0.100E+02  0.000E+00  0.301E-05  0.155E-02  0.655E-03
   45  -0.887E-01  0.934E+01  0.205E+00 -0.797E+01  0.000E+00  0.120E-05  0.992E-03  0.428E-03
   46  -0.717E-01  0.739E+01  0.159E+00 -0.626E+01  0.000E+00  0.481E-06  0.620E-03  0.272E-03
   47  -0.572E-01  0.579E+01  0.123E+00 -0.488E+01  0.000E+00  0.192E-06  0.381E-03  0.169E-03
   48  -0.451E-01  0.451E+01  0.946E-01 -0.379E+01  0.000E+00  0.769E-07  0.231E-03  0.104E-03
   49  -0.353E-01  0.349E+01  0.726E-01 -0.293E+01  0.000E+00  0.307E-07  0.139E-03  0.626E-04
   50  -0.275E-01  0.269E+01  0.556E-01 -0.225E+01  0.000E+00  0.205E-07  0.200E-03  0.912E-04


                      RAYLEIGH WAVE      MODE #  3
        T = 0.3000E+01 C =    0.4248E+01 U   = 0.3396E+01
        AR= 0.1534E-03 GAMMA= 0.5003E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.431E+00  0.000E+00  0.100E+01  0.000E+00 -0.282E-01  0.151E-02 -0.372E-04 -0.108E-01
    2  -0.282E-01  0.137E+01  0.945E+00 -0.106E+02 -0.287E-01  0.569E-03  0.496E-02 -0.572E-02
    3  -0.403E+00  0.170E+01  0.756E+00 -0.201E+02 -0.287E-01  0.267E-03  0.182E-01  0.408E-02
    4  -0.669E+00  0.185E+00  0.433E+00 -0.268E+02 -0.287E-01  0.118E-03  0.313E-01  0.128E-01
    5  -0.817E+00 -0.256E+01  0.261E-01 -0.301E+02 -0.287E-01  0.457E-04  0.382E-01  0.157E-01
    6  -0.847E+00 -0.593E+01 -0.411E+00 -0.299E+02 -0.287E-01  0.125E-04  0.370E-01  0.113E-01
    7  -0.767E+00 -0.936E+01 -0.824E+00 -0.262E+02 -0.287E-01  0.985E-06  0.294E-01  0.141E-02
    8  -0.596E+00 -0.124E+02 -0.116E+01 -0.196E+02 -0.287E-01  0.522E-05  0.199E-01 -0.962E-02
    9  -0.362E+00 -0.147E+02 -0.140E+01 -0.108E+02 -0.287E-01  0.274E-04  0.133E-01 -0.171E-01
   10  -0.996E-01 -0.160E+02 -0.149E+01 -0.996E+00 -0.287E-01  0.790E-04  0.123E-01 -0.179E-01
   11   0.151E+00 -0.163E+02 -0.145E+01  0.876E+01 -0.279E-01  0.453E-04  0.149E-01 -0.136E-01
   12   0.421E+00 -0.149E+02 -0.128E+01  0.180E+02 -0.279E-01  0.194E-04  0.235E-01 -0.376E-02
   13   0.642E+00 -0.117E+02 -0.101E+01  0.257E+02 -0.279E-01  0.725E-05  0.331E-01  0.723E-02
   14   0.802E+00 -0.727E+01 -0.640E+00  0.312E+02 -0.279E-01  0.184E-05  0.410E-01  0.159E-01
   15   0.894E+00 -0.191E+01 -0.215E+00  0.342E+02 -0.279E-01  0.126E-06  0.452E-01  0.197E-01
   16   0.915E+00  0.388E+01  0.234E+00  0.346E+02 -0.279E-01  0.115E-05  0.452E-01  0.176E-01
   17   0.866E+00  0.965E+01  0.672E+00  0.323E+02 -0.279E-01  0.550E-05  0.414E-01  0.102E-01
   18   0.756E+00  0.150E+02  0.107E+01  0.276E+02 -0.279E-01  0.156E-04  0.357E-01 -0.855E-04
   19   0.597E+00  0.196E+02  0.139E+01  0.209E+02 -0.279E-01  0.373E-04  0.302E-01 -0.101E-01
   20   0.408E+00  0.231E+02  0.162E+01  0.128E+02 -0.279E-01  0.828E-04  0.269E-01 -0.170E-01
   21   0.210E+00  0.257E+02  0.174E+01  0.394E+01 -0.253E-01  0.110E-03  0.228E-01 -0.210E-01
   22  -0.437E-01  0.270E+02  0.175E+01 -0.531E+01 -0.253E-01  0.509E-04  0.250E-01 -0.179E-01
   23  -0.269E+00  0.262E+02  0.165E+01 -0.139E+02 -0.253E-01  0.235E-04  0.286E-01 -0.111E-01
   24  -0.463E+00  0.234E+02  0.145E+01 -0.214E+02 -0.253E-01  0.107E-04  0.327E-01 -0.222E-02
   25  -0.622E+00  0.190E+02  0.117E+01 -0.277E+02 -0.253E-01  0.469E-05  0.367E-01  0.689E-02
   26  -0.741E+00  0.135E+02  0.828E+00 -0.324E+02 -0.253E-01  0.192E-05  0.398E-01  0.144E-01
   27  -0.819E+00  0.698E+01  0.438E+00 -0.355E+02 -0.253E-01  0.651E-06  0.420E-01  0.189E-01
   28  -0.852E+00  0.142E-01  0.228E-01 -0.367E+02 -0.253E-01  0.126E-06  0.429E-01  0.195E-01
   29  -0.841E+00 -0.708E+01 -0.397E+00 -0.360E+02 -0.253E-01  0.201E-07  0.428E-01  0.162E-01
   30  -0.787E+00 -0.139E+02 -0.799E+00 -0.336E+02 -0.253E-01  0.270E-06  0.418E-01  0.975E-02
   31  -0.695E+00 -0.202E+02 -0.116E+01 -0.295E+02 -0.253E-01  0.103E-05  0.404E-01  0.140E-02
   32  -0.571E+00 -0.256E+02 -0.147E+01 -0.239E+02 -0.253E-01  0.275E-05  0.391E-01 -0.713E-02
   33  -0.422E+00 -0.298E+02 -0.171E+01 -0.172E+02 -0.253E-01  0.649E-05  0.382E-01 -0.141E-01
   34  -0.258E+00 -0.329E+02 -0.187E+01 -0.980E+01 -0.253E-01  0.145E-04  0.382E-01 -0.183E-01
   35  -0.909E-01 -0.346E+02 -0.195E+01 -0.204E+01 -0.253E-01  0.318E-04  0.390E-01 -0.188E-01
   36   0.668E-01 -0.350E+02 -0.194E+01  0.558E+01 -0.253E-01  0.687E-04  0.403E-01 -0.157E-01
   37   0.200E+00 -0.344E+02 -0.184E+01  0.126E+02 -0.253E-01  0.148E-03  0.414E-01 -0.985E-02
   38   0.294E+00 -0.331E+02 -0.168E+01  0.184E+02 -0.253E-01  0.317E-03  0.414E-01 -0.268E-02
   39   0.327E+00 -0.317E+02 -0.147E+01  0.226E+02 -0.253E-01  0.679E-03  0.396E-01  0.430E-02
   40   0.280E+00 -0.308E+02 -0.124E+01  0.245E+02 -0.253E-01  0.146E-02  0.362E-01  0.103E-01
   41   0.122E+00 -0.315E+02 -0.102E+01  0.236E+02  0.000E+00  0.429E-03  0.181E-01  0.215E-02
   42   0.174E+00 -0.302E+02 -0.888E+00  0.224E+02  0.000E+00  0.185E-03  0.168E-01  0.354E-02
   43   0.191E+00 -0.276E+02 -0.762E+00  0.203E+02  0.000E+00  0.799E-04  0.141E-01  0.371E-02
   44   0.187E+00 -0.244E+02 -0.645E+00  0.178E+02  0.000E+00  0.345E-04  0.111E-01  0.328E-02
   45   0.173E+00 -0.211E+02 -0.541E+00  0.154E+02  0.000E+00  0.149E-04  0.836E-02  0.265E-02
   46   0.154E+00 -0.180E+02 -0.451E+00  0.131E+02  0.000E+00  0.642E-05  0.609E-02  0.202E-02
   47   0.134E+00 -0.152E+02 -0.373E+00  0.110E+02  0.000E+00  0.277E-05  0.433E-02  0.149E-02
   48   0.115E+00 -0.127E+02 -0.308E+00  0.918E+01  0.000E+00  0.119E-05  0.303E-02  0.106E-02
   49   0.970E-01 -0.105E+02 -0.253E+00  0.761E+01  0.000E+00  0.515E-06  0.209E-02  0.748E-03
   50   0.813E-01 -0.868E+01 -0.207E+00  0.628E+01  0.000E+00  0.391E-06  0.436E-02  0.160E-02


                      RAYLEIGH WAVE      MODE #  4
        T = 0.3000E+01 C =    0.4587E+01 U   = 0.3741E+01
        AR= 0.1217E-03 GAMMA= 0.6777E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.241E+00  0.000E+00  0.100E+01  0.000E+00 -0.294E-01  0.576E-03  0.512E-03 -0.106E-01
    2  -0.191E+00  0.829E+00  0.916E+00 -0.106E+02 -0.292E-01  0.139E-03  0.784E-02 -0.460E-02
    3  -0.543E+00  0.649E+00  0.706E+00 -0.201E+02 -0.292E-01  0.679E-04  0.215E-01  0.487E-02
    4  -0.787E+00 -0.345E+00  0.371E+00 -0.265E+02 -0.292E-01  0.298E-04  0.328E-01  0.121E-01
    5  -0.897E+00 -0.186E+01 -0.358E-01 -0.291E+02 -0.292E-01  0.102E-04  0.354E-01  0.126E-01
    6  -0.864E+00 -0.357E+01 -0.453E+00 -0.274E+02 -0.292E-01  0.158E-05  0.282E-01  0.578E-02
    7  -0.701E+00 -0.517E+01 -0.818E+00 -0.217E+02 -0.292E-01  0.900E-06  0.159E-01 -0.462E-02
    8  -0.436E+00 -0.642E+01 -0.108E+01 -0.129E+02 -0.292E-01  0.788E-05  0.556E-02 -0.130E-01
    9  -0.113E+00 -0.715E+01 -0.119E+01 -0.221E+01 -0.292E-01  0.251E-04  0.298E-02 -0.148E-01
   10   0.214E+00 -0.729E+01 -0.115E+01  0.870E+01 -0.292E-01  0.590E-04  0.899E-02 -0.928E-02
   11   0.492E+00 -0.693E+01 -0.965E+00  0.183E+02 -0.271E-01  0.458E-05  0.193E-01  0.258E-04
   12   0.717E+00 -0.480E+01 -0.680E+00  0.258E+02 -0.271E-01  0.158E-05  0.303E-01  0.932E-02
   13   0.858E+00 -0.193E+01 -0.314E+00  0.305E+02 -0.271E-01  0.271E-06  0.369E-01  0.146E-01
   14   0.901E+00  0.132E+01  0.924E-01  0.317E+02 -0.271E-01  0.963E-07  0.364E-01  0.136E-01
   15   0.843E+00  0.459E+01  0.493E+00  0.294E+02 -0.271E-01  0.985E-06  0.292E-01  0.663E-02
   16   0.693E+00  0.750E+01  0.843E+00  0.239E+02 -0.271E-01  0.331E-05  0.187E-01 -0.324E-02
   17   0.470E+00  0.977E+01  0.110E+01  0.157E+02 -0.271E-01  0.804E-05  0.949E-02 -0.118E-01
   18   0.201E+00  0.112E+02  0.125E+01  0.582E+01 -0.271E-01  0.171E-04  0.536E-02 -0.155E-01
   19  -0.799E-01  0.116E+02  0.126E+01 -0.463E+01 -0.271E-01  0.344E-04  0.772E-02 -0.129E-01
   20  -0.338E+00  0.112E+02  0.115E+01 -0.144E+02 -0.271E-01  0.671E-04  0.148E-01 -0.542E-02
   21  -0.538E+00  0.999E+01  0.919E+00 -0.225E+02 -0.240E-01  0.622E-05  0.224E-01  0.313E-02
   22  -0.699E+00  0.681E+01  0.628E+00 -0.286E+02 -0.240E-01  0.339E-05  0.297E-01  0.106E-01
   23  -0.795E+00  0.289E+01  0.279E+00 -0.321E+02 -0.240E-01  0.194E-05  0.336E-01  0.144E-01
   24  -0.820E+00 -0.139E+01 -0.963E-01 -0.330E+02 -0.240E-01  0.121E-05  0.330E-01  0.133E-01
   25  -0.772E+00 -0.561E+01 -0.465E+00 -0.310E+02 -0.240E-01  0.863E-06  0.281E-01  0.776E-02
   26  -0.656E+00 -0.941E+01 -0.795E+00 -0.263E+02 -0.240E-01  0.744E-06  0.206E-01 -0.478E-03
   27  -0.482E+00 -0.124E+02 -0.106E+01 -0.195E+02 -0.240E-01  0.798E-06  0.133E-01 -0.863E-02
   28  -0.266E+00 -0.144E+02 -0.123E+01 -0.109E+02 -0.240E-01  0.105E-05  0.840E-02 -0.140E-01
   29  -0.240E-01 -0.151E+02 -0.130E+01 -0.140E+01 -0.240E-01  0.161E-05  0.780E-02 -0.147E-01
   30   0.223E+00 -0.145E+02 -0.126E+01  0.825E+01 -0.240E-01  0.275E-05  0.118E-01 -0.104E-01
   31   0.455E+00 -0.126E+02 -0.111E+01  0.173E+02 -0.240E-01  0.497E-05  0.193E-01 -0.257E-02
   32   0.654E+00 -0.944E+01 -0.864E+00  0.249E+02 -0.240E-01  0.930E-05  0.282E-01  0.643E-02
   33   0.806E+00 -0.533E+01 -0.539E+00  0.305E+02 -0.240E-01  0.177E-04  0.360E-01  0.138E-01
   34   0.899E+00 -0.477E+00 -0.161E+00  0.336E+02 -0.240E-01  0.341E-04  0.408E-01  0.171E-01
   35   0.931E+00  0.481E+01  0.240E+00  0.341E+02 -0.240E-01  0.659E-04  0.419E-01  0.156E-01
   36   0.903E+00  0.102E+02  0.635E+00  0.320E+02 -0.240E-01  0.128E-03  0.399E-01  0.985E-02
   37   0.827E+00  0.156E+02  0.996E+00  0.274E+02 -0.240E-01  0.248E-03  0.365E-01  0.182E-02
   38   0.718E+00  0.207E+02  0.130E+01  0.210E+02 -0.240E-01  0.481E-03  0.340E-01 -0.577E-02
   39   0.600E+00  0.255E+02  0.153E+01  0.134E+02 -0.240E-01  0.934E-03  0.344E-01 -0.103E-01
   40   0.505E+00  0.303E+02  0.169E+01  0.558E+01 -0.240E-01  0.181E-02  0.392E-01 -0.101E-01
   41   0.468E+00  0.355E+02  0.178E+01 -0.155E+01  0.000E+00  0.229E-02  0.270E-01 -0.176E-01
   42   0.197E+00  0.450E+02  0.180E+01 -0.946E+01  0.000E+00  0.108E-02  0.343E-01 -0.124E-01
   43   0.226E-01  0.495E+02  0.176E+01 -0.141E+02  0.000E+00  0.507E-03  0.395E-01 -0.691E-02
   44  -0.866E-01  0.509E+02  0.169E+01 -0.166E+02  0.000E+00  0.239E-03  0.414E-01 -0.266E-02
   45  -0.152E+00  0.503E+02  0.159E+01 -0.177E+02  0.000E+00  0.112E-03  0.404E-01  0.140E-03
   46  -0.188E+00  0.485E+02  0.148E+01 -0.178E+02  0.000E+00  0.529E-04  0.376E-01  0.178E-02
   47  -0.205E+00  0.459E+02  0.138E+01 -0.174E+02  0.000E+00  0.249E-04  0.339E-01  0.260E-02
   48  -0.210E+00  0.430E+02  0.127E+01 -0.166E+02  0.000E+00  0.117E-04  0.298E-01  0.289E-02
   49  -0.207E+00  0.399E+02  0.116E+01 -0.156E+02  0.000E+00  0.551E-05  0.257E-01  0.287E-02
   50  -0.199E+00  0.368E+02  0.106E+01 -0.146E+02  0.000E+00  0.490E-05  0.132E+00  0.182E-01


                      RAYLEIGH WAVE      MODE #  0
        T = 0.3200E+01 C =    0.3154E+01 U   = 0.3077E+01
        AR= 0.3733E-02 GAMMA= 0.1042E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.805E+00  0.000E+00  0.100E+01  0.000E+00 -0.601E-01  0.662E-01  0.582E-01 -0.652E-01
    2   0.348E+00  0.737E+01  0.105E+01 -0.755E+01 -0.249E-02  0.298E-01  0.528E-01 -0.608E-01
    3   0.375E-01  0.137E+02  0.986E+00 -0.115E+02 -0.249E-02  0.103E-01  0.119E+00 -0.133E-01
    4  -0.106E+00  0.151E+02  0.859E+00 -0.121E+02 -0.249E-02  0.357E-02  0.140E+00  0.190E-01
    5  -0.160E+00  0.142E+02  0.715E+00 -0.112E+02 -0.249E-02  0.125E-02  0.124E+00  0.288E-01
    6  -0.169E+00  0.123E+02  0.577E+00 -0.977E+01 -0.249E-02  0.445E-03  0.939E-01  0.267E-01
    7  -0.156E+00  0.102E+02  0.455E+00 -0.820E+01 -0.249E-02  0.169E-03  0.651E-01  0.206E-01
    8  -0.136E+00  0.816E+01  0.351E+00 -0.674E+01 -0.249E-02  0.759E-04  0.425E-01  0.146E-01
    9  -0.112E+00  0.641E+01  0.265E+00 -0.546E+01 -0.249E-02  0.484E-04  0.266E-01  0.975E-02
   10  -0.873E-01  0.499E+01  0.197E+00 -0.435E+01 -0.249E-02  0.526E-04  0.160E-01  0.634E-02
   11  -0.607E-01  0.398E+01  0.143E+00 -0.336E+01 -0.490E-05  0.103E-04  0.835E-02  0.332E-02
   12  -0.476E-01  0.303E+01  0.107E+00 -0.254E+01 -0.490E-05  0.349E-05  0.484E-02  0.196E-02
   13  -0.365E-01  0.228E+01  0.790E-01 -0.191E+01 -0.490E-05  0.119E-05  0.274E-02  0.113E-02
   14  -0.277E-01  0.170E+01  0.581E-01 -0.142E+01 -0.490E-05  0.409E-06  0.152E-02  0.634E-03
   15  -0.208E-01  0.125E+01  0.425E-01 -0.105E+01 -0.490E-05  0.145E-06  0.832E-03  0.350E-03
   16  -0.155E-01  0.921E+00  0.310E-01 -0.776E+00 -0.490E-05  0.553E-07  0.451E-03  0.192E-03
   17  -0.115E-01  0.672E+00  0.224E-01 -0.572E+00 -0.490E-05  0.257E-07  0.242E-03  0.104E-03
   18  -0.850E-02  0.487E+00  0.161E-01 -0.423E+00 -0.490E-05  0.180E-07  0.129E-03  0.560E-04
   19  -0.622E-02  0.351E+00  0.114E-01 -0.313E+00 -0.490E-05  0.223E-07  0.676E-04  0.301E-04
   20  -0.443E-02  0.254E+00  0.799E-02 -0.231E+00 -0.490E-05  0.440E-07  0.351E-04  0.162E-04
   21  -0.290E-02  0.190E+00  0.552E-02 -0.167E+00 -0.124E-10  0.490E-08  0.163E-04  0.758E-05
   22  -0.210E-02  0.136E+00  0.392E-02 -0.119E+00 -0.124E-10  0.164E-08  0.837E-05  0.390E-05
   23  -0.151E-02  0.968E-01  0.277E-02 -0.849E-01 -0.124E-10  0.546E-09  0.425E-05  0.199E-05
   24  -0.108E-02  0.687E-01  0.195E-02 -0.601E-01 -0.124E-10  0.182E-09  0.214E-05  0.101E-05
   25  -0.764E-03  0.486E-01  0.138E-02 -0.425E-01 -0.124E-10  0.609E-10  0.107E-05  0.505E-06
   26  -0.542E-03  0.343E-01  0.968E-03 -0.299E-01 -0.124E-10  0.203E-10  0.533E-06  0.252E-06
   27  -0.383E-03  0.242E-01  0.680E-03 -0.211E-01 -0.124E-10  0.680E-11  0.265E-06  0.125E-06
   28  -0.270E-03  0.170E-01  0.477E-03 -0.148E-01 -0.124E-10  0.227E-11  0.131E-06  0.620E-07
   29  -0.190E-03  0.119E-01  0.334E-03 -0.104E-01 -0.124E-10  0.760E-12  0.645E-07  0.306E-07
   30  -0.133E-03  0.838E-02  0.234E-03 -0.728E-02 -0.124E-10  0.255E-12  0.318E-07  0.151E-07
   31  -0.937E-04  0.587E-02  0.164E-03 -0.510E-02 -0.124E-10  0.866E-13  0.156E-07  0.741E-08
   32  -0.658E-04  0.411E-02  0.114E-03 -0.358E-02 -0.124E-10  0.304E-13  0.765E-08  0.364E-08
   33  -0.462E-04  0.287E-02  0.799E-04 -0.251E-02 -0.124E-10  0.116E-13  0.375E-08  0.178E-08
   34  -0.324E-04  0.200E-02  0.557E-04 -0.176E-02 -0.124E-10  0.563E-14  0.183E-08  0.874E-09
   35  -0.228E-04  0.139E-02  0.386E-04 -0.124E-02 -0.124E-10  0.431E-14  0.893E-09  0.428E-09
   36  -0.161E-04  0.964E-03  0.267E-04 -0.875E-03 -0.124E-10  0.592E-14  0.435E-09  0.210E-09
   37  -0.113E-04  0.662E-03  0.182E-04 -0.623E-03 -0.124E-10  0.126E-13  0.210E-09  0.103E-09
   38  -0.802E-05  0.450E-03  0.121E-04 -0.449E-03 -0.124E-10  0.333E-13  0.101E-09  0.505E-10
   39  -0.557E-05  0.303E-03  0.775E-05 -0.328E-03 -0.124E-10  0.953E-13  0.476E-10  0.249E-10
   40  -0.357E-05  0.209E-03  0.465E-05 -0.240E-03 -0.124E-10  0.281E-12  0.215E-10  0.124E-10
   41  -0.158E-05  0.164E-03  0.255E-05 -0.166E-03  0.000E+00  0.873E-14  0.598E-11  0.347E-11
   42  -0.106E-05  0.109E-03  0.167E-05 -0.110E-03  0.000E+00  0.277E-14  0.264E-11  0.154E-11
   43  -0.708E-06  0.720E-04  0.109E-05 -0.720E-04  0.000E+00  0.881E-15  0.115E-11  0.671E-12
   44  -0.468E-06  0.473E-04  0.708E-06 -0.469E-04  0.000E+00  0.280E-15  0.494E-12  0.289E-12
   45  -0.307E-06  0.309E-04  0.458E-06 -0.305E-04  0.000E+00  0.890E-16  0.210E-12  0.123E-12
   46  -0.201E-06  0.200E-04  0.295E-06 -0.197E-04  0.000E+00  0.283E-16  0.886E-13  0.520E-13
   47  -0.131E-06  0.130E-04  0.190E-06 -0.127E-04  0.000E+00  0.898E-17  0.371E-13  0.218E-13
   48  -0.845E-07  0.837E-05  0.122E-06 -0.818E-05  0.000E+00  0.285E-17  0.154E-13  0.906E-14
   49  -0.545E-07  0.539E-05  0.779E-07 -0.525E-05  0.000E+00  0.907E-18  0.637E-14  0.375E-14
   50  -0.351E-07  0.346E-05  0.498E-07 -0.336E-05  0.000E+00  0.422E-18  0.444E-14  0.261E-14


                      RAYLEIGH WAVE      MODE #  1
        T = 0.3200E+01 C =    0.3808E+01 U   = 0.3568E+01
        AR= 0.1494E-03 GAMMA= 0.6804E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.614E+00  0.000E+00  0.100E+01  0.000E+00 -0.165E-01  0.222E-02  0.485E-03 -0.730E-02
    2   0.160E+00  0.272E+01  0.990E+00 -0.904E+01 -0.166E-01  0.101E-02  0.131E-02 -0.536E-02
    3  -0.206E+00  0.453E+01  0.855E+00 -0.168E+02 -0.166E-01  0.439E-03  0.818E-02  0.229E-03
    4  -0.463E+00  0.335E+01  0.601E+00 -0.225E+02 -0.166E-01  0.185E-03  0.160E-01  0.633E-02
    5  -0.634E+00  0.114E+00  0.265E+00 -0.261E+02 -0.166E-01  0.721E-04  0.228E-01  0.107E-01
    6  -0.734E+00 -0.445E+01 -0.121E+00 -0.280E+02 -0.166E-01  0.228E-04  0.282E-01  0.125E-01
    7  -0.776E+00 -0.979E+01 -0.529E+00 -0.282E+02 -0.166E-01  0.365E-05  0.326E-01  0.115E-01
    8  -0.770E+00 -0.154E+02 -0.935E+00 -0.270E+02 -0.166E-01  0.143E-05  0.366E-01  0.825E-02
    9  -0.728E+00 -0.211E+02 -0.132E+01 -0.245E+02 -0.166E-01  0.147E-04  0.408E-01  0.378E-02
   10  -0.661E+00 -0.265E+02 -0.166E+01 -0.210E+02 -0.166E-01  0.524E-04  0.460E-01 -0.749E-03
   11  -0.585E+00 -0.316E+02 -0.196E+01 -0.169E+02 -0.863E-02  0.162E-03  0.457E-01 -0.730E-02
   12  -0.415E+00 -0.373E+02 -0.217E+01 -0.122E+02 -0.863E-02  0.749E-04  0.512E-01 -0.903E-02
   13  -0.277E+00 -0.412E+02 -0.231E+01 -0.805E+01 -0.863E-02  0.367E-04  0.561E-01 -0.968E-02
   14  -0.161E+00 -0.437E+02 -0.240E+01 -0.426E+01 -0.863E-02  0.205E-04  0.598E-01 -0.960E-02
   15  -0.615E-01 -0.451E+02 -0.244E+01 -0.769E+00 -0.863E-02  0.143E-04  0.617E-01 -0.892E-02
   16   0.239E-01 -0.455E+02 -0.244E+01  0.246E+01 -0.863E-02  0.137E-04  0.621E-01 -0.770E-02
   17   0.952E-01 -0.452E+02 -0.239E+01  0.539E+01 -0.863E-02  0.183E-04  0.611E-01 -0.601E-02
   18   0.151E+00 -0.443E+02 -0.232E+01  0.797E+01 -0.863E-02  0.313E-04  0.589E-01 -0.390E-02
   19   0.186E+00 -0.431E+02 -0.221E+01  0.101E+02 -0.863E-02  0.622E-04  0.562E-01 -0.145E-02
   20   0.193E+00 -0.418E+02 -0.208E+01  0.116E+02 -0.863E-02  0.133E-03  0.533E-01  0.131E-02
   21   0.163E+00 -0.408E+02 -0.195E+01  0.122E+02 -0.377E-03  0.813E-04  0.434E-01 -0.570E-03
   22   0.210E+00 -0.393E+02 -0.182E+01  0.126E+02 -0.377E-03  0.349E-04  0.402E-01  0.109E-02
   23   0.233E+00 -0.371E+02 -0.168E+01  0.125E+02 -0.377E-03  0.150E-04  0.359E-01  0.194E-02
