    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
   40   0.287E-03 -0.506E-01 -0.620E-03  0.457E-01 -0.481E-08  0.827E-10  0.123E-07  0.480E-08
   41   0.858E-04 -0.298E-01 -0.216E-03  0.286E-01  0.000E+00  0.768E-11  0.181E-08  0.842E-09
   42   0.446E-04 -0.138E-01 -0.910E-04  0.127E-01  0.000E+00  0.399E-12  0.366E-09  0.179E-09
   43   0.194E-04 -0.575E-02 -0.362E-04  0.519E-02  0.000E+00  0.207E-13  0.615E-10  0.307E-10
   44   0.783E-05 -0.227E-02 -0.139E-04  0.203E-02  0.000E+00  0.108E-14  0.945E-11  0.477E-11
   45   0.304E-05 -0.871E-03 -0.528E-05  0.773E-03  0.000E+00  0.558E-16  0.138E-11  0.701E-12
   46   0.116E-05 -0.329E-03 -0.198E-05  0.291E-03  0.000E+00  0.290E-17  0.196E-12  0.999E-13
   47   0.435E-06 -0.123E-03 -0.737E-06  0.109E-03  0.000E+00  0.151E-18  0.274E-13  0.140E-13
   48   0.162E-06 -0.458E-04 -0.274E-06  0.404E-04  0.000E+00  0.782E-20  0.378E-14  0.194E-14
   49   0.602E-07 -0.170E-04 -0.101E-06  0.150E-04  0.000E+00  0.406E-21  0.520E-15  0.266E-15
   50   0.223E-07 -0.629E-05 -0.374E-07  0.554E-05  0.000E+00  0.222E-22  0.825E-16  0.422E-16


                      RAYLEIGH WAVE      MODE #  4
        T = 0.1000E+01 C =    0.3860E+01 U   = 0.3551E+01
        AR= 0.3377E-03 GAMMA= 0.1954E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.363E+00  0.000E+00  0.100E+01  0.000E+00 -0.454E-01  0.164E-02  0.160E-01 -0.387E-02
    2  -0.579E+00  0.930E+01  0.222E+00 -0.643E+02 -0.188E-01  0.191E-06  0.346E-01  0.134E-01
    3  -0.503E+00 -0.310E+02 -0.704E+00 -0.555E+02 -0.188E-01  0.154E-07  0.308E-01 -0.408E-02
    4  -0.163E+00 -0.559E+02 -0.127E+01 -0.180E+02 -0.188E-01  0.130E-08  0.284E-01 -0.144E-01
    5   0.262E+00 -0.523E+02 -0.119E+01  0.288E+02 -0.188E-01  0.183E-09  0.320E-01  0.103E-02
    6   0.553E+00 -0.218E+02 -0.496E+00  0.609E+02 -0.188E-01  0.299E-09  0.353E-01  0.147E-01
    7   0.561E+00  0.199E+02  0.453E+00  0.617E+02 -0.188E-01  0.287E-08  0.323E-01  0.208E-02
    8   0.281E+00  0.514E+02  0.117E+01  0.309E+02 -0.188E-01  0.349E-07  0.286E-01 -0.142E-01
    9  -0.140E+00  0.567E+02  0.129E+01 -0.157E+02 -0.188E-01  0.434E-06  0.306E-01 -0.514E-02
   10  -0.481E+00  0.337E+02  0.752E+00 -0.538E+02 -0.188E-01  0.539E-05  0.329E-01  0.123E-01
   11  -0.544E+00 -0.408E+01 -0.147E+00 -0.630E+02 -0.121E-01  0.139E-04  0.308E-01  0.925E-02
   12  -0.404E+00 -0.502E+02 -0.896E+00 -0.493E+02 -0.121E-01  0.104E-05  0.420E-01 -0.160E-02
   13  -0.218E+00 -0.800E+02 -0.140E+01 -0.270E+02 -0.121E-01  0.770E-07  0.537E-01 -0.996E-02
   14   0.561E-02 -0.902E+02 -0.158E+01  0.813E+00 -0.121E-01  0.533E-08  0.535E-01 -0.961E-02
   15   0.224E+00 -0.793E+02 -0.138E+01  0.282E+02 -0.121E-01  0.180E-09  0.414E-01 -0.972E-03
   16   0.391E+00 -0.500E+02 -0.873E+00  0.491E+02 -0.121E-01  0.235E-08  0.282E-01  0.850E-02
   17   0.468E+00 -0.915E+01 -0.161E+00  0.587E+02 -0.121E-01  0.368E-07  0.254E-01  0.107E-01
   18   0.440E+00  0.340E+02  0.591E+00  0.550E+02 -0.121E-01  0.500E-06  0.364E-01  0.391E-02
   19   0.319E+00  0.703E+02  0.121E+01  0.391E+02 -0.121E-01  0.671E-05  0.541E-01 -0.517E-02
   20   0.158E+00  0.937E+02  0.158E+01  0.161E+02 -0.121E-01  0.901E-04  0.709E-01 -0.666E-02
   21   0.793E-01  0.107E+03  0.168E+01 -0.382E+01 -0.388E-04  0.891E-04  0.723E-01 -0.508E-02
   22  -0.635E-01  0.111E+03  0.161E+01 -0.130E+02 -0.388E-04  0.623E-05  0.681E-01 -0.364E-03
   23  -0.923E-01  0.103E+03  0.145E+01 -0.141E+02 -0.388E-04  0.435E-06  0.566E-01  0.723E-03
   24  -0.920E-01  0.921E+02  0.130E+01 -0.133E+02 -0.388E-04  0.304E-07  0.452E-01  0.822E-03
   25  -0.848E-01  0.819E+02  0.115E+01 -0.121E+02 -0.388E-04  0.213E-08  0.357E-01  0.712E-03
   26  -0.767E-01  0.726E+02  0.102E+01 -0.109E+02 -0.388E-04  0.149E-09  0.280E-01  0.580E-03
   27  -0.691E-01  0.642E+02  0.903E+00 -0.978E+01 -0.388E-04  0.104E-10  0.218E-01  0.464E-03
   28  -0.622E-01  0.566E+02  0.796E+00 -0.880E+01 -0.388E-04  0.726E-12  0.169E-01  0.369E-03
   29  -0.561E-01  0.498E+02  0.700E+00 -0.794E+01 -0.388E-04  0.509E-13  0.131E-01  0.294E-03
   30  -0.507E-01  0.436E+02  0.613E+00 -0.718E+01 -0.388E-04  0.368E-14  0.100E-01  0.234E-03
   31  -0.461E-01  0.380E+02  0.534E+00 -0.652E+01 -0.388E-04  0.406E-15  0.757E-02  0.187E-03
   32  -0.420E-01  0.329E+02  0.463E+00 -0.594E+01 -0.388E-04  0.566E-15  0.566E-02  0.149E-03
   33  -0.385E-01  0.282E+02  0.397E+00 -0.544E+01 -0.388E-04  0.613E-14  0.415E-02  0.120E-03
   34  -0.355E-01  0.240E+02  0.337E+00 -0.502E+01 -0.388E-04  0.860E-13  0.297E-02  0.968E-04
   35  -0.330E-01  0.200E+02  0.281E+00 -0.466E+01 -0.388E-04  0.123E-11  0.205E-02  0.790E-04
   36  -0.308E-01  0.163E+02  0.230E+00 -0.437E+01 -0.388E-04  0.176E-10  0.135E-02  0.655E-04
   37  -0.291E-01  0.129E+02  0.181E+00 -0.412E+01 -0.388E-04  0.251E-09  0.835E-03  0.556E-04
   38  -0.276E-01  0.959E+01  0.135E+00 -0.392E+01 -0.388E-04  0.360E-08  0.467E-03  0.487E-04
   39  -0.256E-01  0.653E+01  0.908E-01 -0.372E+01 -0.388E-04  0.515E-07  0.228E-03  0.428E-04
   40  -0.213E-01  0.388E+01  0.504E-01 -0.338E+01 -0.388E-04  0.736E-06  0.901E-04  0.324E-04
   41  -0.682E-02  0.249E+01  0.192E-01 -0.233E+01  0.000E+00  0.825E-07  0.158E-04  0.686E-05
   42  -0.400E-02  0.126E+01  0.876E-02 -0.113E+01  0.000E+00  0.469E-08  0.378E-05  0.176E-05
   43  -0.189E-02  0.565E+00  0.374E-02 -0.497E+00  0.000E+00  0.267E-09  0.736E-06  0.352E-06
   44  -0.823E-03  0.239E+00  0.154E-02 -0.208E+00  0.000E+00  0.152E-10  0.130E-06  0.631E-07
   45  -0.343E-03  0.982E-01  0.625E-03 -0.852E-01  0.000E+00  0.863E-12  0.217E-07  0.106E-07
   46  -0.140E-03  0.397E-01  0.251E-03 -0.343E-01  0.000E+00  0.491E-13  0.354E-08  0.174E-08
   47  -0.562E-04  0.159E-01  0.999E-04 -0.137E-01  0.000E+00  0.279E-14  0.566E-09  0.279E-09
   48  -0.225E-04  0.634E-02  0.397E-04 -0.546E-02  0.000E+00  0.159E-15  0.897E-10  0.443E-10
   49  -0.893E-05  0.252E-02  0.157E-04 -0.217E-02  0.000E+00  0.903E-17  0.141E-10  0.698E-11
   50  -0.354E-05  0.997E-03  0.623E-05 -0.859E-03  0.000E+00  0.545E-18  0.263E-11  0.130E-11


                      RAYLEIGH WAVE      MODE #  5
        T = 0.1000E+01 C =    0.3892E+01 U   = 0.3756E+01
        AR= 0.9847E-04 GAMMA= 0.5073E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.348E+00  0.000E+00  0.100E+01  0.000E+00 -0.137E-01  0.463E-03  0.490E-02 -0.113E-02
    2  -0.590E+00  0.916E+01  0.215E+00 -0.644E+02 -0.566E-02  0.759E-09  0.102E-01  0.390E-02
    3  -0.496E+00 -0.300E+02 -0.707E+00 -0.542E+02 -0.566E-02  0.631E-10  0.828E-02 -0.156E-02
    4  -0.129E+00 -0.525E+02 -0.124E+01 -0.141E+02 -0.566E-02  0.514E-11  0.739E-02 -0.404E-02
    5   0.309E+00 -0.460E+02 -0.108E+01  0.338E+02 -0.566E-02  0.333E-12  0.925E-02  0.117E-02
    6   0.577E+00 -0.141E+02 -0.333E+00  0.630E+02 -0.566E-02  0.736E-13  0.103E-01  0.415E-02
    7   0.526E+00  0.256E+02  0.603E+00  0.574E+02 -0.566E-02  0.174E-11  0.856E-02 -0.773E-03
    8   0.184E+00  0.512E+02  0.121E+01  0.201E+02 -0.566E-02  0.222E-10  0.732E-02 -0.423E-02
    9  -0.259E+00  0.485E+02  0.114E+01 -0.283E+02 -0.566E-02  0.268E-09  0.896E-02  0.366E-03
   10  -0.558E+00  0.191E+02  0.449E+00 -0.610E+02 -0.566E-02  0.322E-08  0.103E-01  0.425E-02
   11  -0.548E+00 -0.208E+02 -0.492E+00 -0.600E+02 -0.359E-02  0.993E-05  0.976E-02  0.991E-03
   12  -0.307E+00 -0.617E+02 -0.114E+01 -0.359E+02 -0.359E-02  0.765E-06  0.120E-01 -0.245E-02
   13  -0.544E-01 -0.787E+02 -0.142E+01 -0.614E+01 -0.359E-02  0.588E-07  0.127E-01 -0.305E-02
   14   0.193E+00 -0.725E+02 -0.130E+01  0.242E+02 -0.359E-02  0.437E-08  0.106E-01 -0.600E-03
   15   0.382E+00 -0.460E+02 -0.827E+00  0.477E+02 -0.359E-02  0.211E-09  0.784E-02  0.243E-02
   16   0.467E+00 -0.695E+01 -0.125E+00  0.582E+02 -0.359E-02  0.333E-09  0.736E-02  0.299E-02
   17   0.425E+00  0.341E+02  0.611E+00  0.529E+02 -0.359E-02  0.608E-08  0.968E-02  0.548E-03
   18   0.270E+00  0.661E+02  0.118E+01  0.334E+02 -0.359E-02  0.810E-07  0.126E-01 -0.240E-02
   19   0.477E-01  0.809E+02  0.144E+01  0.519E+01 -0.359E-02  0.105E-05  0.134E-01 -0.284E-02
   20  -0.164E+00  0.760E+02  0.133E+01 -0.231E+02 -0.359E-02  0.137E-04  0.113E-01 -0.448E-03
   21  -0.246E+00  0.590E+02  0.919E+00 -0.404E+02 -0.201E-02  0.416E-05  0.666E-02  0.116E-02
   22  -0.320E+00  0.282E+02  0.425E+00 -0.465E+02 -0.201E-02  0.300E-06  0.423E-02  0.189E-02
   23  -0.339E+00 -0.854E+01 -0.118E+00 -0.481E+02 -0.201E-02  0.217E-07  0.551E-02  0.196E-02
   24  -0.337E+00 -0.464E+02 -0.668E+00 -0.474E+02 -0.201E-02  0.157E-08  0.113E-01  0.170E-02
   25  -0.321E+00 -0.833E+02 -0.120E+01 -0.451E+02 -0.201E-02  0.113E-09  0.212E-01  0.122E-02
   26  -0.295E+00 -0.118E+03 -0.170E+01 -0.414E+02 -0.201E-02  0.816E-11  0.341E-01  0.602E-03
   27  -0.259E+00 -0.149E+03 -0.215E+01 -0.364E+02 -0.201E-02  0.589E-12  0.484E-01 -0.899E-04
   28  -0.217E+00 -0.176E+03 -0.253E+01 -0.304E+02 -0.201E-02  0.423E-13  0.624E-01 -0.771E-03
   29  -0.167E+00 -0.197E+03 -0.284E+01 -0.235E+02 -0.201E-02  0.280E-14  0.747E-01 -0.136E-02
   30  -0.113E+00 -0.213E+03 -0.307E+01 -0.159E+02 -0.201E-02  0.942E-16  0.836E-01 -0.179E-02
   31  -0.559E-01 -0.223E+03 -0.321E+01 -0.784E+01 -0.201E-02  0.184E-14  0.882E-01 -0.202E-02
   32   0.323E-02 -0.225E+03 -0.325E+01  0.454E+00 -0.201E-02  0.289E-13  0.879E-01 -0.200E-02
   33   0.622E-01 -0.222E+03 -0.320E+01  0.873E+01 -0.201E-02  0.404E-12  0.828E-01 -0.176E-02
   34   0.119E+00 -0.212E+03 -0.305E+01  0.168E+02 -0.201E-02  0.560E-11  0.735E-01 -0.130E-02
   35   0.173E+00 -0.195E+03 -0.281E+01  0.243E+02 -0.201E-02  0.776E-10  0.610E-01 -0.696E-03
   36   0.221E+00 -0.173E+03 -0.249E+01  0.311E+02 -0.201E-02  0.107E-08  0.468E-01 -0.351E-05
   37   0.262E+00 -0.146E+03 -0.210E+01  0.369E+02 -0.201E-02  0.149E-07  0.327E-01  0.699E-03
   38   0.293E+00 -0.115E+03 -0.165E+01  0.415E+02 -0.201E-02  0.206E-06  0.202E-01  0.132E-02
   39   0.305E+00 -0.815E+02 -0.116E+01  0.441E+02 -0.201E-02  0.285E-05  0.107E-01  0.172E-02
   40   0.271E+00 -0.500E+02 -0.663E+00  0.429E+02 -0.201E-02  0.395E-04  0.452E-02  0.157E-02
   41   0.887E-01 -0.330E+02 -0.262E+00  0.307E+02  0.000E+00  0.473E-05  0.842E-03  0.356E-03
   42   0.544E-01 -0.173E+02 -0.122E+00  0.153E+02  0.000E+00  0.277E-06  0.214E-03  0.976E-04
   43   0.265E-01 -0.793E+01 -0.533E-01  0.691E+01  0.000E+00  0.163E-07  0.437E-04  0.206E-04
   44   0.118E-01 -0.344E+01 -0.225E-01  0.297E+01  0.000E+00  0.953E-09  0.808E-05  0.387E-05
   45   0.504E-02 -0.145E+01 -0.934E-02  0.124E+01  0.000E+00  0.558E-10  0.142E-05  0.685E-06
   46   0.210E-02 -0.598E+00 -0.384E-02  0.512E+00  0.000E+00  0.327E-11  0.242E-06  0.117E-06
   47   0.866E-03 -0.245E+00 -0.156E-02  0.210E+00  0.000E+00  0.192E-12  0.405E-07  0.197E-07
   48   0.354E-03 -0.999E-01 -0.636E-03  0.854E-01  0.000E+00  0.112E-13  0.673E-08  0.327E-08
   49   0.144E-03 -0.406E-01 -0.258E-03  0.347E-01  0.000E+00  0.659E-15  0.111E-08  0.541E-09
   50   0.585E-04 -0.165E-01 -0.105E-03  0.141E-01  0.000E+00  0.410E-16  0.218E-09  0.106E-09


                      RAYLEIGH WAVE      MODE #  6
        T = 0.1000E+01 C =    0.3937E+01 U   = 0.3648E+01
        AR= 0.1973E-03 GAMMA= 0.9060E-03 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.325E+00  0.000E+00  0.100E+01  0.000E+00 -0.287E-01  0.877E-03  0.105E-01 -0.227E-02
    2  -0.606E+00  0.902E+01  0.204E+00 -0.644E+02 -0.118E-01  0.365E-06  0.209E-01  0.775E-02
    3  -0.486E+00 -0.284E+02 -0.708E+00 -0.522E+02 -0.118E-01  0.320E-07  0.147E-01 -0.409E-02
    4  -0.811E-01 -0.478E+02 -0.118E+01 -0.866E+01 -0.118E-01  0.290E-08  0.130E-01 -0.735E-02
    5   0.370E+00 -0.380E+02 -0.940E+00  0.400E+02 -0.118E-01  0.379E-09  0.190E-01  0.453E-02
    6   0.596E+00 -0.506E+01 -0.125E+00  0.643E+02 -0.118E-01  0.384E-09  0.202E-01  0.707E-02
    7   0.460E+00  0.309E+02  0.765E+00  0.497E+02 -0.118E-01  0.296E-08  0.142E-01 -0.495E-02
    8   0.443E-01  0.481E+02  0.119E+01  0.487E+01 -0.118E-01  0.326E-07  0.133E-01 -0.679E-02
    9  -0.401E+00  0.359E+02  0.893E+00 -0.430E+02 -0.118E-01  0.372E-06  0.197E-01  0.549E-02
   10  -0.613E+00  0.107E+01  0.455E-01 -0.652E+02 -0.118E-01  0.426E-05  0.220E-01  0.714E-02
   11  -0.488E+00 -0.372E+02 -0.855E+00 -0.493E+02 -0.805E-02  0.355E-04  0.189E-01 -0.387E-02
   12  -0.127E+00 -0.662E+02 -0.128E+01 -0.126E+02 -0.805E-02  0.286E-05  0.201E-01 -0.698E-02
   13   0.181E+00 -0.644E+02 -0.122E+01  0.232E+02 -0.805E-02  0.231E-06  0.186E-01 -0.133E-02
   14   0.404E+00 -0.389E+02 -0.731E+00  0.500E+02 -0.805E-02  0.187E-07  0.159E-01  0.566E-02
   15   0.486E+00  0.105E+00  0.922E-03  0.599E+02 -0.805E-02  0.152E-08  0.160E-01  0.570E-02
   16   0.407E+00  0.393E+02  0.735E+00  0.502E+02 -0.805E-02  0.133E-09  0.191E-01 -0.117E-02
   17   0.194E+00  0.656E+02  0.123E+01  0.239E+02 -0.805E-02  0.263E-10  0.216E-01 -0.664E-02
   18  -0.830E-01  0.705E+02  0.132E+01 -0.102E+02 -0.805E-02  0.770E-10  0.205E-01 -0.412E-02
   19  -0.333E+00  0.522E+02  0.978E+00 -0.410E+02 -0.805E-02  0.816E-09  0.171E-01  0.336E-02
   20  -0.474E+00  0.168E+02  0.316E+00 -0.583E+02 -0.805E-02  0.997E-08  0.157E-01  0.683E-02
   21  -0.461E+00 -0.243E+02 -0.451E+00 -0.567E+02 -0.486E-02  0.135E-04  0.194E-01  0.363E-02
   22  -0.342E+00 -0.688E+02 -0.105E+01 -0.454E+02 -0.486E-02  0.102E-05  0.330E-01  0.537E-03
   23  -0.248E+00 -0.101E+03 -0.151E+01 -0.339E+02 -0.486E-02  0.769E-07  0.489E-01 -0.220E-02
   24  -0.148E+00 -0.122E+03 -0.183E+01 -0.204E+02 -0.486E-02  0.581E-08  0.605E-01 -0.416E-02
   25  -0.393E-01 -0.132E+03 -0.198E+01 -0.541E+01 -0.486E-02  0.439E-09  0.639E-01 -0.472E-02
   26   0.720E-01 -0.131E+03 -0.195E+01  0.100E+02 -0.486E-02  0.332E-10  0.579E-01 -0.365E-02
   27   0.177E+00 -0.117E+03 -0.175E+01  0.245E+02 -0.486E-02  0.251E-11  0.446E-01 -0.133E-02
   28   0.265E+00 -0.936E+02 -0.140E+01  0.368E+02 -0.486E-02  0.189E-12  0.288E-01  0.145E-02
   29   0.331E+00 -0.615E+02 -0.919E+00  0.459E+02 -0.486E-02  0.131E-13  0.158E-01  0.373E-02
   30   0.367E+00 -0.239E+02 -0.358E+00  0.509E+02 -0.486E-02  0.445E-15  0.102E-01  0.472E-02
   31   0.370E+00  0.157E+02  0.235E+00  0.514E+02 -0.486E-02  0.694E-14  0.139E-01  0.406E-02
   32   0.341E+00  0.540E+02  0.806E+00  0.473E+02 -0.486E-02  0.106E-12  0.256E-01  0.200E-02
   33   0.281E+00  0.875E+02  0.131E+01  0.390E+02 -0.486E-02  0.142E-11  0.413E-01 -0.751E-03
   34   0.197E+00  0.113E+03  0.169E+01  0.273E+02 -0.486E-02  0.188E-10  0.556E-01 -0.324E-02
   35   0.950E-01  0.129E+03  0.193E+01  0.132E+02 -0.486E-02  0.248E-09  0.634E-01 -0.461E-02
   36  -0.151E-01  0.133E+03  0.199E+01 -0.212E+01 -0.486E-02  0.328E-08  0.621E-01 -0.436E-02
   37  -0.123E+00  0.126E+03  0.188E+01 -0.172E+02 -0.486E-02  0.434E-07  0.523E-01 -0.257E-02
   38  -0.217E+00  0.108E+03  0.160E+01 -0.305E+02 -0.486E-02  0.575E-06  0.374E-01  0.138E-03
   39  -0.280E+00  0.812E+02  0.119E+01 -0.403E+02 -0.486E-02  0.760E-05  0.223E-01  0.265E-02
   40  -0.275E+00  0.523E+02  0.715E+00 -0.437E+02 -0.486E-02  0.101E-03  0.104E-01  0.342E-02
   41  -0.934E-01  0.360E+02  0.296E+00 -0.330E+02  0.000E+00  0.133E-04  0.212E-02  0.856E-03
   42  -0.614E-01  0.197E+02  0.143E+00 -0.172E+02  0.000E+00  0.811E-06  0.585E-03  0.260E-03
   43  -0.312E-01  0.939E+01  0.647E-01 -0.806E+01  0.000E+00  0.496E-07  0.129E-03  0.592E-04
   44  -0.144E-01  0.421E+01  0.283E-01 -0.358E+01  0.000E+00  0.303E-08  0.255E-04  0.119E-04
   45  -0.637E-02  0.183E+01  0.121E-01 -0.155E+01  0.000E+00  0.185E-09  0.479E-05  0.226E-05
   46  -0.275E-02  0.783E+00  0.514E-02 -0.661E+00  0.000E+00  0.113E-10  0.872E-06  0.413E-06
   47  -0.117E-02  0.332E+00  0.217E-02 -0.280E+00  0.000E+00  0.693E-12  0.156E-06  0.743E-07
   48  -0.494E-03  0.140E+00  0.912E-03 -0.118E+00  0.000E+00  0.424E-13  0.277E-07  0.132E-07
   49  -0.208E-03  0.588E-01  0.383E-03 -0.495E-01  0.000E+00  0.259E-14  0.489E-08  0.233E-08
   50  -0.874E-04  0.247E-01  0.160E-03 -0.208E-01  0.000E+00  0.169E-15  0.104E-08  0.497E-09


                      RAYLEIGH WAVE      MODE #  7
        T = 0.1000E+01 C =    0.3993E+01 U   = 0.3543E+01
        AR= 0.2841E-03 GAMMA= 0.1277E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.295E+00  0.000E+00  0.100E+01  0.000E+00 -0.437E-01  0.117E-02  0.164E-01 -0.329E-02
    2  -0.625E+00  0.893E+01  0.192E+00 -0.644E+02 -0.178E-01  0.260E-05  0.307E-01  0.110E-01
    3  -0.472E+00 -0.264E+02 -0.709E+00 -0.496E+02 -0.178E-01  0.242E-06  0.180E-01 -0.736E-02
    4  -0.249E-01 -0.424E+02 -0.112E+01 -0.245E+01 -0.178E-01  0.232E-07  0.170E-01 -0.878E-02
    5   0.433E+00 -0.294E+02 -0.776E+00  0.461E+02 -0.178E-01  0.315E-08  0.287E-01  0.941E-02
    6   0.598E+00  0.331E+01  0.871E-01  0.638E+02 -0.178E-01  0.287E-08  0.269E-01  0.659E-02
    7   0.363E+00  0.338E+02  0.892E+00  0.387E+02 -0.178E-01  0.199E-07  0.157E-01 -0.109E-01
    8  -0.117E+00  0.416E+02  0.110E+01 -0.123E+02 -0.178E-01  0.205E-06  0.202E-01 -0.403E-02
    9  -0.525E+00  0.211E+02  0.567E+00 -0.553E+02 -0.178E-01  0.221E-05  0.316E-01  0.124E-01
   10  -0.602E+00 -0.152E+02 -0.360E+00 -0.621E+02 -0.178E-01  0.238E-04  0.291E-01  0.286E-02
   11  -0.341E+00 -0.465E+02 -0.110E+01 -0.298E+02 -0.142E-01  0.624E-04  0.222E-01 -0.121E-01
   12   0.106E+00 -0.585E+02 -0.120E+01  0.163E+02 -0.142E-01  0.533E-05  0.244E-01 -0.461E-02
   13   0.410E+00 -0.378E+02 -0.761E+00  0.508E+02 -0.142E-01  0.457E-06  0.257E-01  0.890E-02
   14   0.523E+00  0.527E+00  0.593E-02  0.638E+02 -0.142E-01  0.402E-07  0.264E-01  0.907E-02
   15   0.421E+00  0.395E+02  0.777E+00  0.513E+02 -0.142E-01  0.475E-08  0.273E-01 -0.391E-02
   16   0.151E+00  0.632E+02  0.124E+01  0.184E+02 -0.142E-01  0.368E-08  0.278E-01 -0.114E-01
   17  -0.180E+00  0.620E+02  0.122E+01 -0.218E+02 -0.142E-01  0.266E-07  0.273E-01 -0.270E-02
   18  -0.442E+00  0.362E+02  0.716E+00 -0.535E+02 -0.142E-01  0.298E-06  0.269E-01  0.100E-01
   19  -0.538E+00 -0.449E+01 -0.761E-01 -0.645E+02 -0.142E-01  0.347E-05  0.290E-01  0.926E-02
   20  -0.445E+00 -0.457E+02 -0.857E+00 -0.513E+02 -0.142E-01  0.406E-04  0.364E-01 -0.233E-02
   21  -0.259E+00 -0.766E+02 -0.136E+01 -0.221E+02 -0.804E-02  0.681E-04  0.421E-01 -0.100E-01
   22   0.276E-01 -0.909E+02 -0.147E+01  0.755E+01 -0.804E-02  0.544E-05  0.431E-01 -0.631E-02
   23   0.208E+00 -0.796E+02 -0.126E+01  0.295E+02 -0.804E-02  0.434E-06  0.326E-01 -0.950E-04
   24   0.326E+00 -0.526E+02 -0.825E+00  0.449E+02 -0.804E-02  0.347E-07  0.206E-01  0.542E-02
   25   0.385E+00 -0.164E+02 -0.257E+00  0.527E+02 -0.804E-02  0.277E-08  0.161E-01  0.740E-02
   26   0.381E+00  0.227E+02  0.354E+00  0.521E+02 -0.804E-02  0.221E-09  0.225E-01  0.483E-02
   27   0.316E+00  0.582E+02  0.909E+00  0.432E+02 -0.804E-02  0.177E-10  0.359E-01 -0.674E-03
   28   0.201E+00  0.846E+02  0.132E+01  0.275E+02 -0.804E-02  0.142E-11  0.484E-01 -0.578E-02
   29   0.549E-01  0.977E+02  0.153E+01  0.751E+01 -0.804E-02  0.119E-12  0.524E-01 -0.738E-02
   30  -0.100E+00  0.953E+02  0.149E+01 -0.137E+02 -0.804E-02  0.173E-13  0.454E-01 -0.452E-02
   31  -0.239E+00  0.780E+02  0.122E+01 -0.327E+02 -0.804E-02  0.306E-13  0.317E-01  0.108E-02
   32  -0.341E+00  0.484E+02  0.757E+00 -0.466E+02 -0.804E-02  0.301E-12  0.196E-01  0.602E-02
   33  -0.389E+00  0.112E+02  0.175E+00 -0.532E+02 -0.804E-02  0.369E-11  0.164E-01  0.733E-02
   34  -0.375E+00 -0.278E+02 -0.435E+00 -0.514E+02 -0.804E-02  0.462E-10  0.240E-01  0.420E-02
   35  -0.303E+00 -0.624E+02 -0.976E+00 -0.414E+02 -0.804E-02  0.578E-09  0.379E-01 -0.146E-02
   36  -0.183E+00 -0.873E+02 -0.136E+01 -0.250E+02 -0.804E-02  0.724E-08  0.497E-01 -0.621E-02
   37  -0.357E-01 -0.985E+02 -0.154E+01 -0.474E+01 -0.804E-02  0.906E-07  0.524E-01 -0.713E-02
   38   0.114E+00 -0.946E+02 -0.147E+01  0.161E+02 -0.804E-02  0.113E-05  0.446E-01 -0.367E-02
   39   0.232E+00 -0.772E+02 -0.119E+01  0.335E+02 -0.804E-02  0.142E-04  0.308E-01  0.182E-02
   40   0.267E+00 -0.529E+02 -0.750E+00  0.426E+02 -0.804E-02  0.178E-03  0.162E-01  0.491E-02
   41   0.942E-01 -0.384E+02 -0.329E+00  0.345E+02  0.000E+00  0.265E-04  0.371E-02  0.140E-02
   42   0.679E-01 -0.222E+02 -0.167E+00  0.190E+02  0.000E+00  0.170E-05  0.114E-02  0.484E-03
   43   0.364E-01 -0.111E+02 -0.787E-01  0.932E+01  0.000E+00  0.110E-06  0.273E-03  0.121E-03
   44   0.176E-01 -0.518E+01 -0.358E-01  0.432E+01  0.000E+00  0.705E-08  0.588E-04  0.267E-04
   45   0.811E-02 -0.235E+01 -0.160E-01  0.195E+01  0.000E+00  0.454E-09  0.120E-04  0.549E-05
   46   0.365E-02 -0.105E+01 -0.707E-02  0.866E+00  0.000E+00  0.292E-10  0.237E-05  0.109E-05
   47   0.162E-02 -0.462E+00 -0.311E-02  0.382E+00  0.000E+00  0.188E-11  0.460E-06  0.213E-06
   48   0.713E-03 -0.203E+00 -0.136E-02  0.168E+00  0.000E+00  0.121E-12  0.887E-07  0.410E-07
   49   0.313E-03 -0.888E-01 -0.595E-03  0.733E-01  0.000E+00  0.777E-14  0.170E-07  0.787E-08
   50   0.137E-03 -0.388E-01 -0.260E-03  0.320E-01  0.000E+00  0.534E-15  0.400E-08  0.186E-08


                      RAYLEIGH WAVE      MODE #  8
        T = 0.1000E+01 C =    0.4069E+01 U   = 0.3477E+01
        AR= 0.3026E-03 GAMMA= 0.1271E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.252E+00  0.000E+00  0.100E+01  0.000E+00 -0.498E-01  0.109E-02  0.195E-01 -0.355E-02
    2  -0.651E+00  0.895E+01  0.177E+00 -0.642E+02 -0.202E-01  0.927E-05  0.334E-01  0.114E-01
